GlobalTime,time,station,site,moduleConfig,inputParamterVersion,SWversion,lotNum,barcode,sensorID,LensSN,vcmID,SPModuleSN,FlexureSN,standAlone,TestSW_Rev_NVM,option,AFcode,Sharpness_JEN,Sharpness_MGLVN,sfr_560cm_n4_cen_avg,sfr_560cm_n4_cen_TL_137,sfr_560cm_n4_cen_BR_138,sfr_560cm_n4_cen_TR_139,sfr_560cm_n4_cen_BL_140,sfr_560cm_n4_30F_TL_80,sfr_560cm_n4_30F_T_83,sfr_560cm_n4_30F_TR_88,sfr_560cm_n4_30F_TL_105,sfr_560cm_n4_30F_TL_110,sfr_560cm_n4_30F_TR_115,sfr_560cm_n4_30F_TR_117,sfr_560cm_n4_30F_BL_159,sfr_560cm_n4_30F_BL_165,sfr_560cm_n4_30F_BR_168,sfr_560cm_n4_30F_BR_171,sfr_560cm_n4_30F_BL_188,sfr_560cm_n4_30F_B_191,sfr_560cm_n4_30F_BR_196,sfr_560cm_n4_60F_TL_20,sfr_560cm_n4_60F_TL_22,sfr_560cm_n4_60F_TR_36,sfr_560cm_n4_60F_TR_37,sfr_560cm_n4_60F_TL_46,sfr_560cm_n4_60F_TR_66,sfr_560cm_n4_60F_L_126,sfr_560cm_n4_60F_R_150,sfr_560cm_n4_60F_BL_210,sfr_560cm_n4_60F_BR_230,sfr_560cm_n4_60F_BL_240,sfr_560cm_n4_60F_BL_241,sfr_560cm_n4_60F_BR_256,sfr_560cm_n4_60F_BR_258,sfr_560cm_n4_85F_TL_1,sfr_560cm_n4_85F_TR_14,sfr_560cm_n4_85F_TL_15,sfr_560cm_n4_85F_TL_17,sfr_560cm_n4_85F_TL_18,sfr_560cm_n4_85F_TR_39,sfr_560cm_n4_85F_TR_41,sfr_560cm_n4_85F_TR_42,sfr_560cm_n4_85F_TL_44,sfr_560cm_n4_85F_TR_70,sfr_560cm_n4_85F_BL_208,sfr_560cm_n4_85F_BR_234,sfr_560cm_n4_85F_BL_235,sfr_560cm_n4_85F_BL_237,sfr_560cm_n4_85F_BL_238,sfr_560cm_n4_85F_BR_259,sfr_560cm_n4_85F_BR_261,sfr_560cm_n4_85F_BR_262,sfr_560cm_n4_85F_BL_263,sfr_560cm_n4_85F_BR_276,sfr_560cm_n8_cen_avg,sfr_560cm_n8_cen_TL_137,sfr_560cm_n8_cen_BR_138,sfr_560cm_n8_cen_TR_139,sfr_560cm_n8_cen_BL_140,sfr_560cm_n8_30F_TL_80,sfr_560cm_n8_30F_T_83,sfr_560cm_n8_30F_TR_88,sfr_560cm_n8_30F_TL_105,sfr_560cm_n8_30F_TL_110,sfr_560cm_n8_30F_TR_115,sfr_560cm_n8_30F_TR_117,sfr_560cm_n8_30F_BL_159,sfr_560cm_n8_30F_BL_165,sfr_560cm_n8_30F_BR_168,sfr_560cm_n8_30F_BR_171,sfr_560cm_n8_30F_BL_188,sfr_560cm_n8_30F_B_191,sfr_560cm_n8_30F_BR_196,sfr_560cm_n8_60F_TL_20,sfr_560cm_n8_60F_TL_22,sfr_560cm_n8_60F_TR_36,sfr_560cm_n8_60F_TR_37,sfr_560cm_n8_60F_TL_46,sfr_560cm_n8_60F_TR_66,sfr_560cm_n8_60F_L_126,sfr_560cm_n8_60F_R_150,sfr_560cm_n8_60F_BL_210,sfr_560cm_n8_60F_BR_230,sfr_560cm_n8_60F_BL_240,sfr_560cm_n8_60F_BL_241,sfr_560cm_n8_60F_BR_256,sfr_560cm_n8_60F_BR_258,sfr_560cm_n8_85F_TL_1,sfr_560cm_n8_85F_TR_14,sfr_560cm_n8_85F_TL_15,sfr_560cm_n8_85F_TL_17,sfr_560cm_n8_85F_TL_18,sfr_560cm_n8_85F_TR_39,sfr_560cm_n8_85F_TR_41,sfr_560cm_n8_85F_TR_42,sfr_560cm_n8_85F_TL_44,sfr_560cm_n8_85F_TR_70,sfr_560cm_n8_85F_BL_208,sfr_560cm_n8_85F_BR_234,sfr_560cm_n8_85F_BL_235,sfr_560cm_n8_85F_BL_237,sfr_560cm_n8_85F_BL_238,sfr_560cm_n8_85F_BR_259,sfr_560cm_n8_85F_BR_261,sfr_560cm_n8_85F_BR_262,sfr_560cm_n8_85F_BL_263,sfr_560cm_n8_85F_BR_276,sfr_oc_shift_x,sfr_oc_shift_y,sfr_oc_x,sfr_oc_y,alignment_560cm_EFL,alignment_560cm_PFL,alignment_560cm_dFOV_DOTS,alignment_560cm_tilt_x,alignment_560cm_tilt_y,alignment_560cm_rotation,pass_items,fail_items,result,
T220307182810029VCMLEBC040,'2022-03-07 18:28:21:646,VCMLEBC040A,3,DB_C1001,210615ADOE,R13A_IPQC_MFG_SFR_InfDn_C10_21090805_b1779c9,MB0 C3141 NPI UV,,19cc74160829,0x5240f961b887e201,AS1C064043JNA531B433023009,AJ8C072322F0B231B616,DNB21523054820K02A,0,0.0000000000,1,-80,0.0251401379,0.0000000000,0.3566143662,0.4736250639,0.4626140594,0.2575984597,0.2326198816,0.3649820387,0.3281268477,0.1481803358,0.2001052797,0.2956672013,0.5099008679,0.1289426833,0.0776022673,0.4970859289,0.2742989659,0.2189337909,0.0996312499,0.2430140674,0.3553966284,0.3020850122,0.2520189285,0.1115704700,0.3852099180,0.2595817447,0.1028189808,0.1562566906,0.0831654146,0.1137834489,0.1473564059,0.1048053205,0.4229667187,0.1610901952,0.2522503138,0.4355815947,0.2884465456,0.3993102610,0.1734164357,0.1977525353,0.2751030922,0.3697904944,0.3387658894,0.2547602355,0.4227196276,0.4145793915,0.2343474627,0.3287163377,0.4107927084,0.3781713843,0.2983500957,0.1461912692,0.2018726766,0.3178625107,0.3107630014,0.7219218910,0.7880804539,0.7834693193,0.6711753011,0.6449624896,0.7403421998,0.7202220559,0.6349809170,0.6588658094,0.6852920651,0.7970107198,0.6138349771,0.5843319893,0.8007707596,0.6701251268,0.6664242148,0.5996767282,0.6877037287,0.7380482554,0.6815825105,0.5889918804,0.5188145638,0.7049614191,0.6587597132,0.5167726874,0.5924789906,0.5428470373,0.5325008631,0.5930507183,0.5035445690,0.7244802117,0.6005853415,0.5791706443,0.7264846563,0.6370562315,0.7047775984,0.5622812510,0.5776284337,0.6364497542,0.7109308839,0.6830614209,0.6329843998,0.7295776606,0.7394385934,0.6226557493,0.6453911066,0.7392697930,0.7179676294,0.6468203068,0.5471122861,0.5747813582,0.6581780910,0.6444597840,-7.0726141079,43.0062240664,2009.4273858921,1469.4937759336,5.7214587673,5.7273102976,78.1374120913,-0.1249289145,0.8078844786,0.5715473219,alignment_560cm_EFL / alignment_560cm_rotation / ,,1,
T220307182810029VCMLEBC040,'2022-03-07 18:28:22:493,VCMLEBC040A,3,DB_C1001,210615ADOE,R13A_IPQC_MFG_SFR_InfDn_C10_21090805_b1779c9,MB0 C3141 NPI UV,,19cc74160829,0x5240f961b887e201,AS1C064043JNA531B433023009,AJ8C072322F0B231B616,DNB21523054820K02A,0,0.0000000000,1,-72,0.0213636133,0.0000000000,0.4623604640,0.5630196333,0.5701521635,0.3730576634,0.3432123959,0.4843962789,0.4408097267,0.2770631313,0.3215835094,0.4094906449,0.5938205719,0.2498017848,0.1968458891,0.5972112417,0.3841586709,0.3354687691,0.2178028822,0.3575710058,0.4762411416,0.3795017600,0.3199144602,0.1581117362,0.4582405984,0.3314058781,0.1486782283,0.2217329741,0.1755355299,0.1653895527,0.2475153357,0.1250948012,0.5049157143,0.2599402964,0.3116539419,0.4736149311,0.3340465426,0.4422217309,0.2400888205,0.2650511861,0.3341446519,0.4486731887,0.4064930975,0.3268617690,0.4793183208,0.4802329838,0.3067742586,0.3688479662,0.4959010482,0.4559128881,0.3533950448,0.2209084630,0.2653650939,0.3755207658,0.3507636189,0.7782513648,0.8268425465,0.8298913240,0.7400816679,0.7161899209,0.7848393917,0.7657500505,0.7032225132,0.7127827406,0.7490371466,0.8325110674,0.6852302551,0.6601304412,0.8418353796,0.7399900556,0.7283994555,0.6755738258,0.7452755570,0.7880605459,0.7280334830,0.6557804346,0.5961479545,0.7522728443,0.7089862227,0.5932453275,0.6519431472,0.6161016226,0.6092814803,0.6584326029,0.5843062401,0.7751999497,0.6661347747,0.6445490122,0.7501121759,0.6712092757,0.7326929569,0.6297048926,0.6432242990,0.6753798127,0.7579177022,0.7369941473,0.6911791563,0.7650907040,0.7774399519,0.6842790246,0.6819477081,0.7827171087,0.7620254755,0.6852964759,0.6168999672,0.6404970288,0.6918710470,0.6759361029,-7.2711864407,43.1355932203,2009.2288135593,1469.3644067797,5.7265122248,5.7323741016,78.0997934875,-0.1285895720,0.8096272385,0.5723318532,alignment_560cm_EFL / alignment_560cm_rotation / ,,1,
T220307182810029VCMLEBC040,'2022-03-07 18:28:23:302,VCMLEBC040A,3,DB_C1001,210615ADOE,R13A_IPQC_MFG_SFR_InfDn_C10_21090805_b1779c9,MB0 C3141 NPI UV,,19cc74160829,0x5240f961b887e201,AS1C064043JNA531B433023009,AJ8C072322F0B231B616,DNB21523054820K02A,0,0.0000000000,1,-64,0.0186074277,0.0000000000,0.5536004081,0.6234928370,0.6403613091,0.4915409684,0.4590065181,0.5662242174,0.5268995762,0.4064251781,0.4302642941,0.5187954903,0.6389791369,0.3890214264,0.3334303498,0.6607772112,0.5033027530,0.4449316263,0.3490625024,0.4630269408,0.5688086748,0.4571305215,0.3977011442,0.2456583977,0.5187978745,0.4074036479,0.2541768551,0.3112146854,0.2806887031,0.2623680830,0.3563545644,0.2269941717,0.5669918656,0.3757117391,0.3909038603,0.4904385805,0.3877704144,0.4622746706,0.3149032593,0.3525937796,0.3936029673,0.5176780224,0.4867496789,0.3938698769,0.5305256248,0.5408486128,0.4015963972,0.4222421050,0.5583279133,0.5418357849,0.3965523243,0.3058982491,0.3500032425,0.4397765398,0.3831936717,0.8191404045,0.8495750427,0.8553558588,0.7933360338,0.7782946825,0.8119618893,0.8001895547,0.7600111365,0.7591934204,0.8004586101,0.8477427959,0.7468461990,0.7254638672,0.8661176562,0.7948795557,0.7712910175,0.7419520020,0.7911256552,0.8243379593,0.7590811849,0.7119239569,0.6610378027,0.7916973233,0.7437999845,0.6634751558,0.7027898431,0.6797304153,0.6760354638,0.7140601873,0.6566839814,0.8047902584,0.7229669094,0.7050140500,0.7655082941,0.7043057680,0.7534953356,0.6847276688,0.7011911869,0.7064368725,0.7923254967,0.7721688747,0.7258848548,0.7876616716,0.8002830744,0.7331733704,0.7224445343,0.8160325289,0.8013301492,0.7219820023,0.6817439795,0.7014616728,0.7265911102,0.7057202458,-6.8231441048,43.2685589520,2009.6768558952,1469.2314410480,5.7338178459,5.7396946966,78.0649602837,-0.1199278054,0.8111161427,0.5740018259,alignment_560cm_EFL / alignment_560cm_rotation / ,,1,
T220307182810029VCMLEBC040,'2022-03-07 18:28:24:169,VCMLEBC040A,3,DB_C1001,210615ADOE,R13A_IPQC_MFG_SFR_InfDn_C10_21090805_b1779c9,MB0 C3141 NPI UV,,19cc74160829,0x5240f961b887e201,AS1C064043JNA531B433023009,AJ8C072322F0B231B616,DNB21523054820K02A,0,0.0000000000,1,-56,0.0165709834,0.0000000000,0.6152342856,0.6398121715,0.6731969118,0.5871077180,0.5608203411,0.6187999249,0.5782340169,0.5150474310,0.5177067518,0.6029924154,0.6454288960,0.4979547858,0.4477887154,0.6677692533,0.5992084742,0.5296264291,0.4689121842,0.5419691801,0.6229897738,0.4986314774,0.4729781151,0.3505958915,0.5673624873,0.4630220532,0.3544609547,0.4041216373,0.3660935760,0.3634947538,0.4381731749,0.3382148743,0.5992575884,0.4622581601,0.4762661457,0.5041726828,0.4315524697,0.4678995013,0.3949657381,0.4265790582,0.4389915466,0.5568283796,0.5351543427,0.4558987021,0.5409602523,0.5624827743,0.4780313969,0.4658104181,0.5978475809,0.5878233910,0.4318515062,0.3963912725,0.4354099035,0.4762672782,0.4088237882,0.8458856791,0.8551652431,0.8717775941,0.8349282742,0.8216716051,0.8274781704,0.8126560450,0.8007990122,0.7924360037,0.8330472112,0.8476846218,0.7961933613,0.7738974690,0.8697456717,0.8360558152,0.8046078682,0.7905829549,0.8151292801,0.8391970396,0.7789162397,0.7607328892,0.7163054347,0.8160846829,0.7613435388,0.7227158546,0.7416727543,0.7244611979,0.7284426093,0.7569831014,0.7134432197,0.8260346651,0.7670600414,0.7580257058,0.7748919725,0.7325689793,0.7582004070,0.7308170795,0.7468775511,0.7336255908,0.8115913272,0.8008255959,0.7637737989,0.7938354015,0.8120958805,0.7756533027,0.7509208918,0.8348901272,0.8230502009,0.7442741990,0.7339858413,0.7520631552,0.7495995760,0.7177840471,-7.2454545455,43.4181818182,2009.2545454545,1469.0818181818,5.7419727085,5.7478662962,78.0288436596,-0.1277556384,0.8127963736,0.5745816334,alignment_560cm_EFL / alignment_560cm_rotation / ,,1,
T220307182810029VCMLEBC040,'2022-03-07 18:28:25:008,VCMLEBC040A,3,DB_C1001,210615ADOE,R13A_IPQC_MFG_SFR_InfDn_C10_21090805_b1779c9,MB0 C3141 NPI UV,,19cc74160829,0x5240f961b887e201,AS1C064043JNA531B433023009,AJ8C072322F0B231B616,DNB21523054820K02A,0,0.0000000000,1,-48,0.0158470084,0.0000000000,0.6388020962,0.6088817120,0.6475647688,0.6583425403,0.6404193640,0.6173311472,0.5870451331,0.5948804617,0.5633352995,0.6602079868,0.6029558182,0.5913292170,0.5422674417,0.6380537748,0.6623728275,0.5829538703,0.5648843050,0.5938742757,0.6372519732,0.5184297562,0.5466368198,0.4446370602,0.5837442875,0.4869082570,0.4517778456,0.4408703148,0.4618431926,0.4543760419,0.4980202615,0.4342904687,0.5936802626,0.5219289064,0.5475010872,0.4961431026,0.4614858031,0.4629923701,0.4688583016,0.4972738624,0.4727985263,0.5743869543,0.5635761023,0.4947056770,0.5375059843,0.5493722558,0.5335773230,0.4845952392,0.6064719558,0.6113733053,0.4412038326,0.4760611057,0.5150370002,0.5048360825,0.4202998579,0.8542407602,0.8402378559,0.8609405160,0.8607116938,0.8550729752,0.8218393326,0.8093659878,0.8290078044,0.8073952198,0.8574783206,0.8322243690,0.8260446191,0.8119441271,0.8560743928,0.8647429347,0.8202932477,0.8251472712,0.8331269026,0.8420979977,0.7824268937,0.8067928553,0.7612872124,0.8231960535,0.7685564160,0.7685312033,0.7583915591,0.7642874718,0.7668126822,0.7837038040,0.7580739260,0.8296772242,0.7878297567,0.8024376631,0.7733416557,0.7443308830,0.7647267580,0.7750656009,0.7855181694,0.7585515380,0.8198312521,0.8106362820,0.7826604843,0.7937306762,0.8105710745,0.8045800924,0.7698999643,0.8382387161,0.8260980248,0.7612624764,0.7799808979,0.7921575904,0.7637546062,0.7350742817,-7.3018018018,43.3648648649,2009.1981981982,1469.1351351351,5.7452703202,5.7511706828,77.9878018050,-0.1287488085,0.8113204206,0.5699893397,alignment_560cm_EFL / alignment_560cm_rotation / ,,1,
T220307182810029VCMLEBC040,'2022-03-07 18:28:25:820,VCMLEBC040A,3,DB_C1001,210615ADOE,R13A_IPQC_MFG_SFR_InfDn_C10_21090805_b1779c9,MB0 C3141 NPI UV,,19cc74160829,0x5240f961b887e201,AS1C064043JNA531B433023009,AJ8C072322F0B231B616,DNB21523054820K02A,0,0.0000000000,1,-40,0.0167276330,0.0000000000,0.6185155511,0.5403692722,0.5876048803,0.6737707853,0.6723172665,0.5798169971,0.5580390692,0.6369670630,0.5698338747,0.6663588285,0.5136967897,0.6339162588,0.6004128456,0.5591015816,0.6835384369,0.5962473750,0.6220026016,0.5803062916,0.6138013005,0.5065909028,0.5969636440,0.5079095364,0.5534089208,0.4741355181,0.5331695080,0.4782596231,0.5178162456,0.5273606777,0.5224051476,0.5160133243,0.5573382974,0.5397665501,0.5998387337,0.4641488194,0.4852223694,0.4302452803,0.5203110576,0.5381968021,0.4908533692,0.5528740883,0.5649102926,0.5073623061,0.4929025173,0.5091789961,0.5693868399,0.4991980791,0.5812041759,0.5945966840,0.4511265159,0.5600678921,0.5803551674,0.5070667267,0.4234098196,0.8471167535,0.8128394485,0.8363703489,0.8707644939,0.8684927225,0.8017262816,0.7963210940,0.8371770382,0.8028443456,0.8603401184,0.7973965406,0.8421659470,0.8293861747,0.8252637982,0.8758127093,0.8206615448,0.8409879804,0.8223091364,0.8251502514,0.7723141909,0.8328318000,0.7897437811,0.8180829287,0.7608295679,0.7997917533,0.7659460902,0.7902392149,0.7933368087,0.7966065407,0.7885082960,0.8163118362,0.8016706705,0.8303136826,0.7609822154,0.7552112341,0.7517057061,0.8004071712,0.8076748848,0.7672366500,0.8138496280,0.8123558164,0.7906731367,0.7744457722,0.7909089327,0.8149900436,0.7810107470,0.8259735107,0.8261063099,0.7656767368,0.8131404519,0.8214139938,0.7699145079,0.7339811921,-7.0350877193,43.3859649123,2009.4649122807,1469.1140350877,5.7536106234,5.7595281381,77.9550413186,-0.1235207948,0.8105420346,0.5760932469,alignment_560cm_EFL / alignment_560cm_rotation / ,,1,
T220307182810029VCMLEBC040,'2022-03-07 18:28:26:659,VCMLEBC040A,3,DB_C1001,210615ADOE,R13A_IPQC_MFG_SFR_InfDn_C10_21090805_b1779c9,MB0 C3141 NPI UV,,19cc74160829,0x5240f961b887e201,AS1C064043JNA531B433023009,AJ8C072322F0B231B616,DNB21523054820K02A,0,0.0000000000,1,-32,0.0186201290,0.0000000000,0.5488862917,0.4285866618,0.4800138772,0.6338882446,0.6530563831,0.5000035763,0.4889766574,0.6204289794,0.5259858966,0.6187050939,0.4007028639,0.6268365979,0.6221446991,0.4446684718,0.6536151171,0.5578277111,0.6352113485,0.5422227979,0.5451551676,0.4617689848,0.6157193780,0.5437409878,0.4785264730,0.4337260425,0.5700675845,0.4746064544,0.5241029859,0.5486868620,0.5057919621,0.5503646135,0.4667237699,0.5273941159,0.6156719923,0.4281115830,0.4878813028,0.3929189444,0.5442957878,0.5569462776,0.5007563829,0.4968659878,0.5219056010,0.4886928797,0.4375153184,0.4479133487,0.5625832081,0.4958177805,0.5115247965,0.5383332968,0.4333505034,0.5991671085,0.6041221023,0.4947982430,0.4104556441,0.8187071383,0.7645816803,0.7897124290,0.8591787815,0.8613556623,0.7650520802,0.7633188367,0.8289114237,0.7786988616,0.8411997557,0.7426328063,0.8377499580,0.8335106969,0.7776347399,0.8629964590,0.8004088998,0.8419685960,0.8002424240,0.7906634212,0.7450261116,0.8439019918,0.8059245348,0.7939571142,0.7361200452,0.8139366508,0.7599844337,0.7959281206,0.7993371487,0.7868800163,0.8007984161,0.7829828858,0.7923307419,0.8433660865,0.7358645797,0.7540446520,0.7405720949,0.8117663860,0.8141999841,0.7790327072,0.7872695923,0.7945993543,0.7804548144,0.7487537861,0.7549504638,0.8143641353,0.7807406783,0.7943516970,0.7996037602,0.7598820329,0.8306961060,0.8313190937,0.7709394693,0.7284246087,-7.0423728814,43.3898305085,2009.4576271186,1469.1101694915,5.7582099464,5.7641369305,77.9156978434,-0.1235596200,0.8099670327,0.5756294409,alignment_560cm_EFL / alignment_560cm_rotation / ,,1,
T220307182810029VCMLEBC040,'2022-03-07 18:28:28:070,VCMLEBC040A,3,DB_C1001,210615ADOE,R13A_IPQC_MFG_SFR_InfDn_C10_21090805_b1779c9,MB0 C3141 NPI UV,,19cc74160829,0x5240f961b887e201,AS1C064043JNA531B433023009,AJ8C072322F0B231B616,DNB21523054820K02A,0,0.0000000000,2,-48,0.0159401514,0.0000000000,0.6380600184,0.6077413559,0.6492263079,0.6565706134,0.6387017965,0.6151956320,0.5863137245,0.5969872475,0.5633407831,0.6640757322,0.5956773758,0.5848900080,0.5459050536,0.6381528378,0.6656093597,0.5811520815,0.5659329891,0.5902698636,0.6444054842,0.5151571035,0.5403089523,0.4397349954,0.5825140476,0.4929698706,0.4641194046,0.4515110254,0.4716607332,0.4646539092,0.5047295094,0.4431474805,0.5979594588,0.5260624886,0.5499889851,0.4911755919,0.4651584029,0.4525138736,0.4702579677,0.4953118563,0.4740356207,0.5621305704,0.5652507544,0.4979724884,0.5342810154,0.5575417876,0.5378162265,0.4887397885,0.6055284739,0.6062548161,0.4491990805,0.4840595722,0.5083237290,0.5048905015,0.4252597690,0.8536504507,0.8406858444,0.8595868349,0.8606233001,0.8537058234,0.8204070330,0.8099523783,0.8278550506,0.8054330945,0.8554602861,0.8308757544,0.8291182518,0.8119271994,0.8569648266,0.8667266965,0.8195573092,0.8254246116,0.8275441527,0.8400235176,0.7836747169,0.8039966822,0.7600697875,0.8303079605,0.7703136206,0.7716293335,0.7605621219,0.7696117759,0.7664535046,0.7841486335,0.7604984641,0.8290548921,0.7915219665,0.8037561774,0.7750154138,0.7498054504,0.7672187686,0.7770192623,0.7834724188,0.7590211034,0.8187335730,0.8153218627,0.7811952829,0.7955762744,0.8065497875,0.8053930998,0.7694643736,0.8332120776,0.8282769918,0.7599702477,0.7790168524,0.7953513861,0.7660005689,0.7301602960,-6.9601769912,43.2787610619,2009.5398230088,1469.2212389381,5.7454854698,5.7513862745,77.9872092817,-0.1222777543,0.8096605694,0.5714841516,alignment_560cm_EFL / alignment_560cm_rotation / ,,1,

T220307182917756VCMLEBC040,'2022-03-07 18:29:23:093,VCMLEBC040A,3,DB_C1001,210615ADOE,R13A_IPQC_MFG_SFR_InfDn_C10_21090805_b1779c9,MB0 C3141 NPI UV,,19cc74160310,0x5240fe61ccf4b001,AS1C064063HMA531B531114036,AJ8C072332H4B431B626,DNB21523054820L05A,0,0.0000000000,0,-128,0.0589256380,0.0000000000,0.0468522599,0.0570563599,0.0546942018,0.0560947582,0.0195637196,0.1092371345,0.0821705759,0.0456022806,0.0901166350,0.0558850840,0.0217689443,0.0354522243,0.0410694703,0.0483231880,0.0098692086,0.0605919883,0.0487745777,0.0834570751,0.0950250477,0.1817846596,0.0858690962,0.0471371412,0.0902252495,0.1722291410,0.0374494046,0.1476115286,0.0323964320,0.1026019305,0.0753047392,0.0855403394,0.0845855623,0.0940669328,0.0702114552,0.0624024831,0.0764822513,0.1083949953,0.0691626221,0.0776025429,0.0605100729,0.0540465564,0.0424672142,0.0381942987,0.0468828529,0.0620607883,0.0728030950,0.1517698169,0.0806310549,0.0593209639,0.0656052902,0.0796519965,0.0725468621,0.1113885418,0.0377078354,0.2468308397,0.3418585360,0.3037515879,0.1734316200,0.1682816148,0.3125790060,0.2524249852,0.1126967520,0.2208261192,0.2124109566,0.3590028882,0.0904297084,0.1188355610,0.3304160833,0.1779915690,0.1165523976,0.0862395018,0.1447835118,0.1761378348,0.2893362045,0.2138397694,0.1645773202,0.2798761725,0.2767632604,0.1606786251,0.2300993055,0.1589084119,0.1905462146,0.1807164550,0.1717877537,0.3439424932,0.1812034547,0.1679282188,0.4382250905,0.2876010537,0.4253587127,0.1593995392,0.1781269163,0.2694584727,0.2661548555,0.2496163249,0.2341777384,0.3099727929,0.3570934832,0.1479166597,0.3809349239,0.3490480483,0.3099333346,0.3600643873,0.1047465354,0.1365195513,0.3931042552,0.3836749792,3.4709090909,51.4381818182,2019.9709090909,1461.0618181818,5.6833765574,5.6891504117,78.3741877444,0.0759833623,0.9746088864,0.7341741207,alignment_560cm_EFL / alignment_560cm_rotation / ,,1,
T220307182917756VCMLEBC040,'2022-03-07 18:29:23:891,VCMLEBC040A,3,DB_C1001,210615ADOE,R13A_IPQC_MFG_SFR_InfDn_C10_21090805_b1779c9,MB0 C3141 NPI UV,,19cc74160310,0x5240fe61ccf4b001,AS1C064063HMA531B531114036,AJ8C072332H4B431B626,DNB21523054820L05A,0,0.0000000000,0,-96,0.0384595844,0.0000000000,0.1113330135,0.2049916089,0.1759005785,0.0371125974,0.0273272693,0.1066739559,0.0492833443,0.0988087654,0.0404069014,0.0767129809,0.2269378304,0.1044710875,0.0954160243,0.2096149325,0.0423785523,0.0857871845,0.1145812944,0.0740577653,0.0599313676,0.1758845598,0.1490333378,0.1385327876,0.1929909289,0.1630507857,0.1388018727,0.1462743878,0.1418241411,0.1796891093,0.1439836323,0.1639194489,0.2611747682,0.1265019029,0.1249709576,0.2578291595,0.0785030127,0.2803744078,0.0648381859,0.0887161344,0.0746461228,0.1403144151,0.1306559145,0.0962596163,0.1757225245,0.2170095742,0.0248472616,0.2393758297,0.2286308110,0.1892513633,0.1904868484,0.0588914827,0.0556148440,0.2243011147,0.1932372451,0.5262369812,0.6313713789,0.5974449515,0.4478793740,0.4282522202,0.5967466831,0.5277807117,0.3784933686,0.4947671294,0.4804866612,0.6382447481,0.3348856568,0.3817111850,0.6265276670,0.4405390024,0.3967035115,0.3694261014,0.4522508383,0.4934914112,0.5111256242,0.4061997533,0.2637717128,0.5095252395,0.5016461611,0.2623459399,0.4315720499,0.2880983949,0.3486251235,0.3493516147,0.3112853467,0.5863907337,0.3717072606,0.3500049114,0.6196566820,0.4809069037,0.5987855196,0.3759385049,0.4075860083,0.4582466483,0.5173507929,0.4872993827,0.4759883881,0.5582676530,0.6049910188,0.3779514432,0.5502902865,0.5918803215,0.5592534542,0.5384212732,0.2952162325,0.3217105865,0.5735165477,0.5480726957,3.7007722008,51.4498069498,2020.2007722008,1461.0501930502,5.7063561278,5.7121767912,78.2365171571,0.0800577613,0.9709023764,0.7337663379,alignment_560cm_EFL / alignment_560cm_rotation / ,,1,
T220307182917756VCMLEBC040,'2022-03-07 18:29:24:700,VCMLEBC040A,3,DB_C1001,210615ADOE,R13A_IPQC_MFG_SFR_InfDn_C10_21090805_b1779c9,MB0 C3141 NPI UV,,19cc74160310,0x5240fe61ccf4b001,AS1C064063HMA531B531114036,AJ8C072332H4B431B626,DNB21523054820L05A,0,0.0000000000,0,-64,0.0208936646,0.0000000000,0.4918619990,0.5977828503,0.5842746496,0.3975695372,0.3878209591,0.5534963608,0.4528276324,0.2680611610,0.4144284129,0.4449330568,0.6000841856,0.2198835909,0.2883384824,0.6153894067,0.4042134881,0.3034832478,0.2858909369,0.3858769536,0.4546321630,0.4229993224,0.3485348821,0.1173574403,0.4494692981,0.3964335620,0.1210934743,0.3017925918,0.1450818479,0.2348581254,0.2372244298,0.1981333494,0.5461356044,0.2847951949,0.2752688527,0.4885483980,0.3286842108,0.4643131196,0.2674481571,0.3156974316,0.3175057769,0.4480075240,0.4224017859,0.3821709752,0.4767192602,0.5113105774,0.2621912360,0.4158658385,0.5391657948,0.5021536946,0.3750464320,0.1839537621,0.2198478878,0.4475055337,0.3664569259,0.7890466452,0.8338320255,0.8337323666,0.7527779937,0.7358441949,0.8036811352,0.7646678686,0.6964675188,0.7488120794,0.7672851086,0.8278532028,0.6695693135,0.7037525773,0.8493725061,0.7451609373,0.7075581551,0.7067760229,0.7553269863,0.7797563076,0.7396667004,0.6785051227,0.5599455833,0.7500550151,0.7322345972,0.5706685185,0.6877453923,0.5960846543,0.6532928944,0.6454708576,0.6312487125,0.7960087061,0.6688245535,0.6250137091,0.7524084449,0.6654623151,0.7435863614,0.6546947956,0.6865763068,0.6635167599,0.7534545660,0.7356008291,0.7214180231,0.7653170228,0.7905269861,0.6555516720,0.7139826417,0.8025604486,0.7879775763,0.6970306635,0.5834496617,0.6034150720,0.7308006883,0.6898081303,3.6282051282,51.7307692308,2020.1282051282,1460.7692307692,5.7314779928,5.7373500455,78.0856963933,0.0783295955,0.9719727718,0.7436410298,alignment_560cm_EFL / alignment_560cm_rotation / ,,1,
